EE #,Job Title,Current Employment Status,Project Code,Original Hire Date,Last Hire Date,LOS in Days,Termination Date,Reason Code,Left,Fired
291698,Laborer Renewables,T,55081,12/07/2021,12/07/2021,85,03/02/2022,Policy Viol-Safety,0,1
291702,Superintendent Renewbls,A,55120,11/29/2021,02/14/2022,"1,109",,,0,0
291710,Laborer Renewables,T,55086,11/30/2021,09/29/2022,140,02/16/2023,Other Job,1,0
291719,Electrician Renewables,T,55079,11/30/2021,11/30/2021,85,02/23/2022,Resignation,1,0
291720,Field Engineer 2,T,55105,11/30/2021,05/15/2023,522,10/18/2024,Lack of Work,0,0
291725,Laborer Renewables,T,55075,11/30/2021,11/30/2021,64,02/02/2022,Lack of Work,0,0
291730,Electrician Renewables,T,55079,11/30/2021,11/30/2021,71,02/09/2022,Resignation,1,0
291737,Laborer Renewables,T,55079,11/30/2021,11/30/2021,167,05/16/2022,Lack of Work,0,0
291739,Operator Renewables,T,55094,11/30/2021,03/19/2024,66,05/24/2024,Other Job,1,0
291741,Electrician Renewables,T,55079,11/30/2021,11/30/2021,69,02/07/2022,Resignation,1,0
291748,Laborer Renewables,T,55076,12/01/2021,12/01/2021,6,12/07/2021,Personal/Family,1,0
287650,Admin Manager 2,T,,05/25/2021,05/25/2021,700,04/25/2023,Policy Viol-Other,0,0
287663,Electrician Renewables,T,55074,05/25/2021,05/25/2021,29,06/23/2021,Performance,0,1
287671,Helper Renewables,T,55074,05/25/2021,05/25/2021,45,07/09/2021,Resignation,1,0
287675,Project Controller 3,A,55117,05/25/2021,01/16/2023,773,,,0,0
287677,Intern,T,,05/25/2021,05/25/2021,80,08/13/2021,Return to School,1,0
287683,Helper Renewables,T,55074,05/26/2021,05/26/2021,30,06/25/2021,Lack of Work,0,0
287718,Electrician Renewables,T,55074,05/27/2021,05/27/2021,29,06/25/2021,Resignation,1,0
287728,Laborer Renewables,T,55074,05/27/2021,05/27/2021,127,10/01/2021,Lack of Work,0,0
287756,Helper Renewables,T,55074,05/27/2021,05/27/2021,85,08/20/2021,Lack of Work,0,0
287759,Electrician Renewables,T,55074,05/28/2021,05/28/2021,80,08/16/2021,Lack of Work,0,0
287772,Laborer Renewables,T,55074,05/26/2021,05/26/2021,211,12/23/2021,Lack of Work,0,0
287778,Laborer Renewables,T,55074,05/28/2021,05/28/2021,57,07/24/2021,Personal/Family,1,0
287783,Laborer Renewables,T,55074,05/28/2021,05/28/2021,109,09/14/2021,Lack of Work,0,0
287785,Laborer Renewables,T,55074,05/28/2021,05/28/2021,61,07/28/2021,Lack of Work,0,0
287816,Helper Renewables,T,55074,06/01/2021,06/01/2021,101,09/10/2021,Lack of Work,0,0
287829,Helper Renewables,T,55074,06/01/2021,06/01/2021,87,08/27/2021,Lack of Work,0,0
287844,Purchaser,T,,06/01/2021,06/01/2021,572,12/25/2022,Transferred out,0,0
287850,Laborer Renewables,T,55074,06/01/2021,06/01/2021,57,07/28/2021,Lack of Work,0,0
287854,Laborer App Renewables,A,55113,06/01/2021,09/03/2024,177,,,0,0
287856,Helper Renewables,T,55074,06/01/2021,06/01/2021,24,06/25/2021,Lack of Work,0,0
287857,Helper Renewables,T,55074,06/01/2021,06/28/2021,60,08/27/2021,Lack of Work,0,0
287859,Helper Renewables,T,55074,06/01/2021,06/01/2021,204,12/22/2021,Lack of Work,0,0
287890,Helper Renewables,T,55074,06/02/2021,06/02/2021,203,12/22/2021,Lack of Work,0,0
287893,Foreman Renewables,T,55074,06/02/2021,06/02/2021,170,11/19/2021,Lack of Work,0,0
287945,Admin Supervisor,T,,06/07/2021,04/18/2022,994,01/06/2025,Transferred out,0,0
291585,Project Controller,A,55109,11/16/2021,11/16/2021,"1,199",,,0,0
291595,Laborer Renewables,T,55076,11/18/2021,11/18/2021,131,03/29/2022,Excessive Absenteeism,0,1
291599,Laborer Renewables,T,55076,11/18/2021,09/22/2022,394,10/21/2023,Lack of Work,0,0
291600,Laborer Renewables,T,55076,11/18/2021,11/18/2021,56,01/13/2022,Policy Viol-Drug/Alcohol,0,1
291602,Operator Renewables,A,55113,11/30/2021,11/30/2021,"1,185",,,0,0
291624,Laborer Renewables,T,55076,11/22/2021,11/22/2021,99,03/01/2022,Personal/Family,1,0
291690,Logistics Coordinator,A,55113,11/30/2021,11/30/2021,"1,185",,,0,0
291693,Laborer Renewables,T,55076,11/30/2021,11/30/2021,143,04/22/2022,Excessive Absenteeism,0,1
291703,Laborer Renewables,T,55081,12/07/2021,12/07/2021,122,04/08/2022,Other Job,1,0
291706,Laborer Renewables,T,55081,12/07/2021,12/07/2021,85,03/02/2022,Policy Viol-Other,0,0
291714,Laborer Renewables,T,55075,11/30/2021,11/30/2021,41,01/10/2022,No Call-No Show,0,1
291722,Electrician Renewables,T,55079,11/30/2021,11/30/2021,85,02/23/2022,Resignation,1,0
291723,Laborer Renewables,T,55075,11/30/2021,11/30/2021,55,01/24/2022,Lack of Work,0,0
291733,Helper Renewables,T,55079,11/30/2021,05/03/2022,9,05/12/2022,Discharge,0,1
291735,Electrician Renewables,T,55079,12/01/2021,12/01/2021,68,02/07/2022,Resignation,1,0
291740,Operator Renewables,T,55076,12/01/2021,12/01/2021,93,03/04/2022,Personal/Family,1,0
291746,Laborer Renewables,T,55075,12/01/2021,12/01/2021,63,02/02/2022,Lack of Work,0,0
291755,Operator Renewables,T,55123,12/01/2021,09/03/2024,104,12/16/2024,Personal/Family,1,0
291783,Laborer Renewables,T,55076,12/02/2021,12/02/2021,70,02/10/2022,Resignation,1,0
291785,Laborer Renewables,T,55075,12/02/2021,12/02/2021,0,12/02/2021,Lack of Work,0,0
291789,Laborer Renewables,T,55100,12/02/2021,06/12/2024,152,11/11/2024,Lack of Work,0,0
291790,Laborer Renewables,T,55308,12/02/2021,01/18/2024,15,02/02/2024,No Call-No Show,0,1
291793,Superintendent Renewbls,T,55309,12/14/2021,12/14/2021,381,12/30/2022,Resignation,1,0
291794,Laborer Renewables,T,55087,12/02/2021,12/02/2021,"1,150",01/25/2025,Lack of Work,0,0
291852,Laborer Renewables,T,55076,12/07/2021,12/07/2021,183,06/08/2022,Personal/Family,1,0
288864,Helper Renewables,T,55074,07/06/2021,03/01/2023,65,05/05/2023,Lack of Work,0,0
288869,Helper Renewables,T,55074,07/06/2021,07/06/2021,17,07/23/2021,Excessive Absenteeism,0,1
288872,Helper Renewables,T,55074,07/06/2021,07/06/2021,56,08/31/2021,Lack of Work,0,0
288890,Business Developer,T,,08/03/2021,08/03/2021,856,12/07/2023,Other Job,1,0
288903,Helper Renewables,T,55074,07/06/2021,07/06/2021,3,07/09/2021,Lack of Work,0,0
288906,Helper Renewables,T,55074,07/06/2021,07/06/2021,3,07/09/2021,Lack of Work,0,0
288909,Helper Renewables,T,55074,07/08/2021,04/22/2022,98,07/29/2022,Lack of Work,0,0
288920,Helper Renewables,T,55074,07/08/2021,04/22/2022,70,07/01/2022,Lack of Work,0,0
288930,Laborer Renewables,T,55087,04/11/2023,04/11/2023,1,04/12/2023,No Call-No Show,0,1
288972,Helper Renewables,T,55074,07/09/2021,07/09/2021,167,12/23/2021,Lack of Work,0,0
288981,Helper Renewables,T,55074,07/09/2021,07/09/2021,24,08/02/2021,Lack of Work,0,0
289000,Helper Renewables,T,55074,07/08/2021,07/08/2021,168,12/23/2021,Lack of Work,0,0
289012,Superintendent Renewbls 2,A,55138,07/20/2021,07/20/2021,"1,318",,,0,0
289046,Helper Renewables,T,55074,07/13/2021,07/13/2021,4,07/17/2021,Lack of Work,0,0
289051,Helper Renewables,T,55074,07/13/2021,07/13/2021,38,08/20/2021,Lack of Work,0,0
289052,Helper Renewables,T,55074,07/13/2021,07/13/2021,31,08/13/2021,Lack of Work,0,0
289061,Laborer Renewables,T,55074,07/14/2021,07/14/2021,58,09/10/2021,Lack of Work,0,0
289080,Foreman Renewables,A,55093,07/14/2021,07/14/2021,"1,324",,,0,0
289096,Laborer Renewables,T,55076,07/14/2021,10/13/2021,86,01/07/2022,Lack of Work,0,0
289104,Electrician Renewables,T,55074,07/15/2021,07/15/2021,160,12/22/2021,Lack of Work,0,0
289114,Helper Renewables,T,55074,07/15/2021,03/24/2022,127,07/29/2022,Lack of Work,0,0
289116,Laborer Renewables,T,55074,07/15/2021,07/15/2021,88,10/11/2021,Lack of Work,0,0
289145,Electrician Renewables,T,55074,07/13/2021,07/13/2021,163,12/23/2021,Lack of Work,0,0
289235,Gen Foreman Renewables,T,55090,07/20/2021,07/20/2021,689,06/09/2023,Other Job,1,0
289236,Electrician Renewables,T,55096,07/20/2021,10/11/2022,365,10/11/2023,No Call-No Show,0,1
291749,Laborer Renewables,T,55076,12/01/2021,12/01/2021,142,04/22/2022,Discharge,0,1
291751,Laborer Renewables,T,55076,12/01/2021,12/01/2021,58,01/28/2022,Resignation,1,0
291756,Laborer Renewables,T,55076,12/01/2021,12/01/2021,6,12/07/2021,Personal/Family,1,0
291758,Laborer Renewables,T,55076,12/01/2021,12/01/2021,142,04/22/2022,Discharge,0,1
291820,Operator Renewables,T,55105,12/07/2021,02/06/2024,25,03/02/2024,No Call-No Show,0,1
291830,Operator Renewables,T,55081,12/13/2021,12/13/2021,9,12/22/2021,Position Eliminated,0,1
291834,Laborer Renewables,T,55085,12/07/2021,12/07/2021,141,04/27/2022,Resignation,1,0
291838,Operator Renewables,A,55113,12/07/2021,12/07/2021,"1,178",,,0,0
291845,Electrician Renewables,T,55079,12/07/2021,12/07/2021,64,02/09/2022,Resignation,1,0
291846,Electrician Renewables,T,55079,12/07/2021,12/07/2021,65,02/10/2022,Personal/Family,1,0
291847,Electrician Renewables,A,55113,12/07/2021,11/15/2022,835,,,0,0
291848,Foreman Renewables,T,55087,12/06/2021,09/06/2022,178,03/03/2023,Other Job,1,0
291861,HSE Site Technician,T,55117,12/07/2021,03/14/2023,492,07/18/2024,Performance,0,1
291869,Laborer Renewables,T,55076,12/08/2021,12/08/2021,29,01/06/2022,Policy Viol-Safety,0,1
291876,Laborer Renewables,T,55075,12/07/2021,12/07/2021,73,02/18/2022,Lack of Work,0,0
291885,Laborer Renewables,T,55075,12/07/2021,12/07/2021,43,01/19/2022,Lack of Work,0,0
291886,Electrician Renewables,T,55071,12/07/2021,12/07/2021,304,10/07/2022,Personal/Family,1,0
291890,Foreman Renewables,A,55113,12/07/2021,01/30/2024,394,,,0,0
291895,Billing Supervisor,A,,12/21/2021,12/21/2021,"1,164",,,0,0
291896,Laborer Renewables,T,55075,12/07/2021,12/07/2021,9,12/16/2021,Performance,0,1
291897,Laborer Renewables,T,55076,12/08/2021,12/08/2021,93,03/11/2022,Personal/Family,1,0
291911,Project Controller 3,T,55109,01/11/2022,01/11/2022,"1,116",01/31/2025,Personal/Family,1,0
291915,Laborer Renewables,A,55113,12/09/2021,02/26/2025,1,,,0,0
291972,Laborer Renewables,T,55075,12/14/2021,12/14/2021,10,12/24/2021,Resignation,1,0
291974,Foreman Renewables,T,55086,12/14/2021,12/14/2021,692,11/06/2023,Lack of Work,0,0
291975,Laborer Renewables,T,55076,12/14/2021,12/14/2021,141,05/04/2022,Personal/Family,1,0
287948,Helper Renewables,T,55074,06/03/2021,06/03/2021,36,07/09/2021,Lack of Work,0,0
287963,Electrician Renewables,T,55074,06/03/2021,06/03/2021,85,08/27/2021,Lack of Work,0,0
287971,Helper Renewables,T,55074,06/03/2021,06/03/2021,7,06/10/2021,Performance,0,1
287972,Helper Renewables,T,55074,06/03/2021,04/14/2022,27,05/11/2022,Lack of Work,0,0
287978,Helper Renewables,T,55074,06/03/2021,06/03/2021,36,07/09/2021,Lack of Work,0,0
287988,Laborer Renewables,T,55074,05/28/2021,05/28/2021,109,09/14/2021,Lack of Work,0,0
288026,Laborer Renewables,T,55075,06/08/2021,05/25/2022,9,06/03/2022,Resignation,1,0
288029,Laborer Renewables,T,55074,06/08/2021,06/08/2021,21,06/29/2021,Discharge,0,1
288035,Helper Renewables,T,55074,06/08/2021,06/08/2021,80,08/27/2021,Lack of Work,0,0
288156,Electrician Renewables,T,55074,06/09/2021,06/09/2021,79,08/27/2021,Lack of Work,0,0
288167,Electrician Renewables,T,55074,06/09/2021,06/09/2021,79,08/27/2021,Lack of Work,0,0
288208,Helper Renewables,T,55074,06/10/2021,06/10/2021,71,08/20/2021,Lack of Work,0,0
288216,Helper Renewables,T,55074,06/10/2021,06/10/2021,7,06/17/2021,Performance,0,1
288218,Helper Renewables,T,55074,06/10/2021,06/10/2021,43,07/23/2021,Lack of Work,0,0
288219,Helper Renewables,T,55074,06/10/2021,06/10/2021,64,08/13/2021,Lack of Work,0,0
288220,Helper Renewables,T,55074,06/10/2021,06/10/2021,53,08/02/2021,Lack of Work,0,0
288225,Helper Renewables,T,55074,06/10/2021,06/10/2021,196,12/23/2021,Lack of Work,0,0
288226,Helper Renewables,T,55074,06/10/2021,06/10/2021,6,06/16/2021,Policy Viol-Other,0,0
288227,Helper Renewables,T,55074,06/10/2021,06/10/2021,7,06/17/2021,Performance,0,1
288231,Helper Renewables,T,55074,06/10/2021,06/10/2021,43,07/23/2021,Lack of Work,0,0
288245,Foreman Renewables,A,55091,06/11/2021,06/11/2021,"1,357",,,0,0
288288,Electrician Renewables,T,55074,06/15/2021,06/15/2021,43,07/28/2021,Lack of Work,0,0
288290,Electrician Renewables,T,55074,06/15/2021,06/15/2021,43,07/28/2021,Lack of Work,0,0
288300,Helper Renewables,T,55074,06/15/2021,06/15/2021,10,06/25/2021,Lack of Work,0,0
291853,Field Admin,T,55076,12/06/2021,12/06/2021,459,03/10/2023,Other Job,1,0
291857,Executive Assistant,A,,01/04/2022,01/04/2022,"1,150",,,0,0
291866,Laborer Renewables,T,55076,12/08/2021,12/08/2021,252,08/17/2022,Lack of Work,0,0
291875,Laborer Renewables,T,55081,12/07/2021,12/07/2021,129,04/15/2022,Lack of Work,0,0
291888,Laborer Renewables,T,55085,12/07/2021,12/07/2021,643,09/11/2023,Excessive Absenteeism,0,1
291898,Laborer Renewables,T,55081,12/09/2021,12/09/2021,43,01/21/2022,Resignation,1,0
291918,Laborer Renewables,T,55075,12/09/2021,12/09/2021,6,12/15/2021,Performance,0,1
291921,Laborer Renewables,T,55093,12/09/2021,02/16/2023,74,05/01/2023,Other Job,1,0
291928,Laborer Renewables,T,55075,12/09/2021,12/09/2021,55,02/02/2022,Lack of Work,0,0
291966,Operator Renewables,T,55310,12/14/2021,11/03/2022,362,10/31/2023,Personal/Family,1,0
291985,Operator Renewables,T,55076,12/15/2021,12/15/2021,154,05/18/2022,Other Job,1,0
291991,Site Manager,A,55138,01/04/2022,01/04/2022,"1,150",,,0,0
291996,Laborer Renewables,T,55086,12/16/2021,11/14/2022,66,01/19/2023,Personal/Family,1,0
292029,Laborer Renewables,T,55075,12/16/2021,12/16/2021,34,01/19/2022,Lack of Work,0,0
292031,Laborer Renewables,T,55086,12/16/2021,12/16/2021,398,01/18/2023,Personal/Family,1,0
292089,Laborer Renewables,T,55081,01/04/2022,01/04/2022,6,01/10/2022,Employment Eligibility,0,0
292090,Laborer Renewables,T,55081,01/04/2022,01/04/2022,57,03/02/2022,Policy Viol-Other,0,0
292093,Laborer Renewables,T,55081,01/07/2022,01/07/2022,35,02/11/2022,Resignation,1,0
292119,Helper Renewables,A,55138,01/04/2022,01/04/2022,"1,150",,,0,0
292152,HSE Site Technician,T,55076,01/05/2022,01/05/2022,271,10/03/2022,Policy Viol-Other,0,0
292186,Operator Renewables,T,55075,01/04/2022,01/04/2022,58,03/03/2022,No Call-No Show,0,1
292241,Gen Foreman Renewables,A,55128,01/06/2022,01/06/2022,"1,148",,,0,0
292242,Operator Renewables,A,55120,01/06/2022,01/06/2022,"1,148",,,0,0
292248,Laborer Renewables,T,55079,01/06/2022,01/06/2022,32,02/07/2022,No Call-No Show,0,1
292250,Foreman Renewables,A,55120,01/06/2022,09/05/2023,541,,,0,0
292253,Laborer Renewables,T,55075,01/04/2022,01/04/2022,1,01/05/2022,Discharge,0,1
289237,Operator Renewables,T,55075,07/20/2021,07/20/2021,9,07/29/2021,No Call-No Show,0,1
289270,Foreman Renewables,A,55094,07/20/2021,07/20/2021,"1,318",,,0,0
289297,Estimating Manager,A,,08/03/2021,08/03/2021,"1,304",,,0,0
289348,Field Admin,T,55085,07/26/2021,07/26/2021,725,07/21/2023,Personal/Family,1,0
289384,Operator Renewables,T,55093,07/27/2021,07/27/2021,689,06/16/2023,Other Job,1,0
289395,Gen Foreman Renewables,T,55075,08/10/2021,08/10/2021,239,04/06/2022,Resignation,1,0
289423,Foreman Renewables,T,55143,07/26/2021,07/26/2021,"1,225",12/02/2024,Policy Viol-Drug/Alcohol,0,1
289440,Electrician Renewables,T,55076,07/27/2021,07/27/2021,127,12/01/2021,Personal/Family,1,0
289449,Estimator 2,T,,08/31/2021,08/31/2021,996,05/23/2024,Other Job,1,0
289506,Laborer Renewables,T,55074,08/03/2021,08/03/2021,2,08/05/2021,Lack of Work,0,0
289548,Training Specialist,T,,09/14/2021,09/14/2021,868,01/30/2024,Personal/Family,1,0
289580,Laborer Renewables,T,55076,08/03/2021,08/03/2021,179,01/29/2022,Performance,0,1
289642,Field Engineer,A,55091,08/10/2021,08/10/2021,"1,297",,,0,0
289657,Laborer Renewables,T,55074,08/10/2021,08/10/2021,87,11/05/2021,Lack of Work,0,0
289659,Laborer Renewables,T,55074,08/10/2021,08/10/2021,87,11/05/2021,Lack of Work,0,0
289661,Laborer Renewables,T,55074,08/10/2021,08/10/2021,35,09/14/2021,Lack of Work,0,0
289681,Helper Renewables,T,55094,08/11/2021,06/06/2024,163,11/16/2024,Lack of Work,0,0
289687,Laborer Renewables,T,55089,08/11/2021,04/19/2022,164,09/30/2022,Personal/Family,1,0
289689,Helper Renewables,T,55074,08/12/2021,08/12/2021,29,09/10/2021,Lack of Work,0,0
289691,Helper Renewables,T,55074,08/12/2021,08/12/2021,36,09/17/2021,Lack of Work,0,0
289695,Helper Renewables,T,55074,08/12/2021,08/12/2021,36,09/17/2021,Lack of Work,0,0
289703,Helper Renewables,T,55074,08/12/2021,08/12/2021,8,08/20/2021,Lack of Work,0,0
289705,Helper Renewables,T,55074,08/12/2021,08/12/2021,132,12/22/2021,Lack of Work,0,0
289784,Laborer Renewables,T,55079,08/17/2021,08/17/2021,83,11/08/2021,No Call-No Show,0,1
289821,Gen Foreman Renewables,A,55087,08/19/2021,08/19/2021,"1,288",,,0,0
289885,Operator Renewables,T,55075,08/23/2021,08/23/2021,59,10/21/2021,No Call-No Show,0,1
291999,HR Coordinator,T,,12/28/2021,12/28/2021,174,06/20/2022,Other Job,1,0
292034,Operator Renewables,T,55094,12/16/2021,01/17/2024,249,09/22/2024,Resignation,1,0
292047,Laborer Renewables,T,55076,12/20/2021,12/20/2021,144,05/13/2022,Resignation,1,0
292083,Laborer Renewables,T,55081,01/04/2022,01/04/2022,38,02/11/2022,Resignation,1,0
292084,Laborer Renewables,T,55076,12/20/2021,12/20/2021,10,12/30/2021,No Call-No Show,0,1
292086,Laborer Renewables,T,55081,01/07/2022,01/07/2022,35,02/11/2022,Resignation,1,0
292117,Foreman Renewables,A,55091,01/04/2022,01/04/2022,"1,150",,,0,0
292175,Laborer Renewables,T,55105,01/04/2022,10/20/2022,832,01/29/2025,Lack of Work,0,0
292177,HSE Site Technician,T,55076,01/04/2022,01/04/2022,255,09/16/2022,Other Job,1,0
292185,Electrician Renewables,A,55105,01/04/2022,01/04/2022,"1,150",,,0,0
292195,Gen Foreman Renewables,A,55120,01/04/2022,01/04/2022,"1,150",,,0,0
292225,Foreman Renewables,T,55079,01/05/2022,01/05/2022,15,01/20/2022,No Call-No Show,0,1
292376,Field Admin,A,55723,01/13/2022,07/29/2024,213,,,0,0
292386,Foreman Renewables,A,55123,01/13/2022,01/13/2022,"1,141",,,0,0
292395,Laborer Renewables,T,55086,01/13/2022,01/26/2023,21,02/16/2023,No Call-No Show,0,1
292397,Operator Renewables,T,55076,01/13/2022,09/28/2022,419,11/21/2023,Personal/Family,1,0
292480,Laborer Renewables,T,55075,01/18/2022,01/18/2022,31,02/18/2022,Lack of Work,0,0
292509,Operator Renewables,T,55101,01/19/2022,04/19/2023,578,11/17/2024,Lack of Work,0,0
292510,Foreman Renewables,A,55120,01/19/2022,01/19/2022,"1,135",,,0,0
292511,Operator Renewables,T,55100,01/19/2022,01/19/2022,"1,059",12/13/2024,Lack of Work,0,0
292541,Project Controller,T,,02/08/2022,02/08/2022,617,10/18/2023,Resignation,1,0
292682,Truck Driver Renewables,A,55113,01/27/2022,11/15/2023,470,,,0,0
292747,Project Coordinator,T,55109,02/01/2022,02/01/2022,815,04/26/2024,Resignation,1,0
292769,Laborer Renewables,T,55105,02/02/2022,03/14/2023,710,02/21/2025,Lack of Work,0,0
292948,Operator Renewables,T,55093,02/10/2022,02/10/2022,547,08/11/2023,No Call-No Show,0,1
292952,Project Scheduler,A,,02/22/2022,02/22/2022,"1,101",,,0,0
292956,Project Engineer,A,,02/22/2022,02/22/2022,"1,101",,,0,0
293110,Operations Manager,A,,04/05/2022,04/05/2022,"1,059",,,0,0
288366,Helper Renewables,T,55074,06/17/2021,06/17/2021,7,06/24/2021,Lack of Work,0,0
288373,Operator Renewables,A,55138,02/28/2023,02/28/2023,730,,,0,0
288376,Helper Renewables,T,55074,06/17/2021,06/17/2021,148,11/12/2021,Lack of Work,0,0
288389,Helper Renewables,T,55074,06/17/2021,06/17/2021,155,11/19/2021,Lack of Work,0,0
288390,Electrician Renewables,T,55074,06/17/2021,06/17/2021,143,11/07/2021,Lack of Work,0,0
288391,Helper Renewables,T,55074,06/17/2021,06/17/2021,22,07/09/2021,Lack of Work,0,0
288393,Helper Renewables,T,55074,06/17/2021,03/07/2023,66,05/12/2023,Lack of Work,0,0
288395,Electrician Renewables,T,55074,06/17/2021,06/17/2021,43,07/30/2021,Lack of Work,0,0
288400,Foreman Renewables,T,55074,06/17/2021,06/17/2021,379,07/01/2022,Lack of Work,0,0
288477,Operator Renewables,A,55091,06/21/2021,02/13/2024,380,,,0,0
288488,Helper Renewables,T,55074,06/22/2021,06/22/2021,17,07/09/2021,Lack of Work,0,0
288493,Electrician Renewables,T,55074,06/22/2021,06/22/2021,66,08/27/2021,Lack of Work,0,0
288499,Operator Renewables,T,55075,06/22/2021,06/22/2021,6,06/28/2021,Resignation,1,0
288561,Helper Renewables,T,55074,06/24/2021,06/24/2021,73,09/05/2021,Lack of Work,0,0
288633,Helper Renewables,T,55074,06/29/2021,06/29/2021,16,07/15/2021,Lack of Work,0,0
288799,Laborer Renewables,T,55074,06/29/2021,06/29/2021,66,09/03/2021,Lack of Work,0,0
288854,Helper Renewables,T,55074,07/06/2021,07/06/2021,31,08/06/2021,Lack of Work,0,0
288856,Helper Renewables,T,55074,07/06/2021,07/06/2021,45,08/20/2021,Personal/Family,1,0
288858,Helper Renewables,T,55074,07/06/2021,07/06/2021,52,08/27/2021,Lack of Work,0,0
288859,Helper Renewables,T,55074,07/06/2021,03/31/2022,120,07/29/2022,Lack of Work,0,0
288868,Helper Renewables,T,55074,07/06/2021,07/06/2021,52,08/27/2021,Lack of Work,0,0
288904,Helper Renewables,T,55074,07/06/2021,07/06/2021,59,09/03/2021,Lack of Work,0,0
288907,Helper Renewables,T,55074,07/06/2021,07/06/2021,3,07/09/2021,Lack of Work,0,0
288917,Helper Renewables,T,55074,07/08/2021,07/08/2021,31,08/08/2021,Lack of Work,0,0
292314,Laborer Renewables,T,55081,01/18/2022,01/18/2022,49,03/08/2022,Other Job,1,0
292322,Operator Renewables,T,55094,01/11/2022,12/07/2023,345,11/16/2024,Lack of Work,0,0
292323,Laborer Renewables,T,55076,01/11/2022,01/11/2022,196,07/26/2022,Lack of Work,0,0
292343,Laborer Renewables,T,55086,01/12/2022,10/11/2022,311,08/18/2023,Resignation,1,0
292344,Laborer Renewables,T,55093,01/12/2022,03/28/2023,600,11/17/2024,Resignation,1,0
